ZipCode,State,CombinedRate
38544,TN,0.0975
38545,TN,0.0975
38547,TN,0.0975
38548,TN,0.0975
38549,TN,0.0975
38550,TN,0.0975
38551,TN,0.0975
38552,TN,0.0975
38553,TN,0.095
38554,TN,0.095
38555,TN,0.0975
38556,TN,0.095
38557,TN,0.0975
38558,TN,0.0975
38559,TN,0.0925
38560,TN,0.0975
38562,TN,0.0975
38563,TN,0.0975
38564,TN,0.0975
38565,TN,0.095
38567,TN,0.0975
38568,TN,0.095
38569,TN,0.0975
38570,TN,0.095
38571,TN,0.0975
38572,TN,0.0975
38573,TN,0.095
38574,TN,0.0975
38575,TN,0.0975
38577,TN,0.0975
38578,TN,0.0975
38579,TN,0.0925
38580,TN,0.095
38581,TN,0.0975
38582,TN,0.0975
38583,TN,0.0925
38585,TN,0.0975
38587,TN,0.0925
38588,TN,0.0975
38589,TN,0.095
73301,TX,0.0825
73344,TX,0.0825
73960,TX,0.0625
75001,TX,0.0825
75002,TX,0.0825
75006,TX,0.0825
75007,TX,0.0825
75009,TX,0.0825
75010,TX,0.0825
75011,TX,0.0825
75013,TX,0.0825
75014,TX,0.0825
75015,TX,0.0825
75016,TX,0.0825
75017,TX,0.0825
75019,TX,0.0825
75020,TX,0.0825
75021,TX,0.0625
75022,TX,0.0825
75023,TX,0.0825
75024,TX,0.0825
75025,TX,0.0825
75026,TX,0.0825
75027,TX,0.0625
75028,TX,0.0825
75029,TX,0.0825
75030,TX,0.0825
75032,TX,0.0825
75033,TX,0.0825
75034,TX,0.0825
75035,TX,0.0825
75038,TX,0.0825
75039,TX,0.0825
75040,TX,0.0825
75041,TX,0.0825
75042,TX,0.0825
75043,TX,0.0825
75044,TX,0.0825
75045,TX,0.0825
75046,TX,0.0825
75047,TX,0.0825
75048,TX,0.08
75049,TX,0.0825
75050,TX,0.0825
75051,TX,0.0825
75052,TX,0.0825
75053,TX,0.0825
75054,TX,0.0825
75056,TX,0.0825
75057,TX,0.0825
75058,TX,0.0825
75060,TX,0.0825
75061,TX,0.0825
75062,TX,0.0825
75063,TX,0.0825
75065,TX,0.0825
75067,TX,0.0825
75068,TX,0.0825
75069,TX,0.0825
75070,TX,0.0825
75071,TX,0.0825
75074,TX,0.0825
75075,TX,0.0825
75076,TX,0.0625
75077,TX,0.0825
75078,TX,0.0825
75080,TX,0.0825
75081,TX,0.0825
75082,TX,0.0825
75083,TX,0.0825
75085,TX,0.0825
75086,TX,0.0825
75087,TX,0.0825
75088,TX,0.0825
75089,TX,0.0825
75090,TX,0.0825
75091,TX,0.0825
75092,TX,0.0825
75093,TX,0.0825
75094,TX,0.0825
75097,TX,0.0725
75098,TX,0.0825
75099,TX,0.0825
75101,TX,0.0725
75102,TX,0.0675
75103,TX,0.0625
75104,TX,0.0825
75105,TX,0.0675
75106,TX,0.0825
75109,TX,0.0675
75110,TX,0.0825
75114,TX,0.0825
75115,TX,0.0825
75116,TX,0.0825
75117,TX,0.0625
75118,TX,0.0625
75119,TX,0.0825
75121,TX,0.0625
75123,TX,0.0825
75124,TX,0.0625
75125,TX,0.0625
75126,TX,0.0625
75127,TX,0.0625
75132,TX,0.0825
75134,TX,0.0825
75135,TX,0.0675
75137,TX,0.0825
75138,TX,0.0825
75140,TX,0.0625
75141,TX,0.0825
75142,TX,0.0625
75143,TX,0.0625
75144,TX,0.0675
75146,TX,0.0825
75147,TX,0.0625
75148,TX,0.0625
75149,TX,0.0825
75150,TX,0.0825
75151,TX,0.0825
75152,TX,0.0625
75153,TX,0.0675
75154,TX,0.0825
75155,TX,0.0675
75156,TX,0.0625
75157,TX,0.0725
75158,TX,0.0625
75159,TX,0.0825
75160,TX,0.0825
75161,TX,0.0625
75163,TX,0.0625
75164,TX,0.0775
75165,TX,0.0825
75166,TX,0.08
75167,TX,0.0625
75168,TX,0.0825
75169,TX,0.0625
75172,TX,0.0825
75173,TX,0.0625
75180,TX,0.0825
75181,TX,0.0825
75182,TX,0.0825
75185,TX,0.0825
75187,TX,0.0825
75189,TX,0.0825
75201,TX,0.0825
75202,TX,0.0825
75203,TX,0.0825
75204,TX,0.0825
75205,TX,0.0825
75206,TX,0.0825
75207,TX,0.0825
75208,TX,0.0825
75209,TX,0.0825
75210,TX,0.0825
75211,TX,0.0825
75212,TX,0.0825
75214,TX,0.0825
75215,TX,0.0825
75216,TX,0.0825
75217,TX,0.0825
75218,TX,0.0825
75219,TX,0.0825
75220,TX,0.0825
75221,TX,0.0825
75222,TX,0.0825
75223,TX,0.0825
75224,TX,0.0825
75225,TX,0.0825
75226,TX,0.0825
75227,TX,0.0825
75228,TX,0.0825
75229,TX,0.0825
75230,TX,0.0825
75231,TX,0.0825
75232,TX,0.0825
75233,TX,0.0825
75234,TX,0.0825
75235,TX,0.0825
75236,TX,0.0825
75237,TX,0.0825
75238,TX,0.0825
75240,TX,0.0825
75241,TX,0.0825
75242,TX,0.0825
75243,TX,0.0825
75244,TX,0.0825
75246,TX,0.0825
75247,TX,0.0825
75248,TX,0.0825
75249,TX,0.0825
75250,TX,0.0825
75251,TX,0.0825
75252,TX,0.0825
75253,TX,0.0825
75254,TX,0.0825
75260,TX,0.0825
75261,TX,0.0825
75270,TX,0.0825
75287,TX,0.0825
75313,TX,0.0825
75315,TX,0.0825
75336,TX,0.0825
75339,TX,0.0825
75342,TX,0.0825
75354,TX,0.0825
75355,TX,0.0825
75356,TX,0.0825
75357,TX,0.0825
75360,TX,0.0825
75367,TX,0.0825
75370,TX,0.0825
75371,TX,0.0825
75372,TX,0.0825
75374,TX,0.0825
75376,TX,0.0825
75378,TX,0.0825
75379,TX,0.0825
75380,TX,0.0825
75381,TX,0.0825
75382,TX,0.0825
75390,TX,0.0825
75393,TX,0.0825
75394,TX,0.0825
75398,TX,0.0825
75401,TX,0.0825
75402,TX,0.0825
75403,TX,0.0825
75404,TX,0.0825
75407,TX,0.0625
75409,TX,0.0825
75410,TX,0.0675
75411,TX,0.0675
75412,TX,0.0675
75413,TX,0.0775
75414,TX,0.0625
75415,TX,0.0725
75416,TX,0.0675
75417,TX,0.0675
75418,TX,0.0825
75420,TX,0.0675
75421,TX,0.0675
75422,TX,0.0675
75423,TX,0.0675
75424,TX,0.0625
75425,TX,0.0675
75426,TX,0.0825
75428,TX,0.0825
75431,TX,0.0675
75432,TX,0.0825
75433,TX,0.0675
75434,TX,0.0675
75435,TX,0.0775
75436,TX,0.0775
75437,TX,0.0675
75438,TX,0.0675
75439,TX,0.0775
75440,TX,0.0675
75441,TX,0.0725
75442,TX,0.0625
75443,TX,0.0675
75444,TX,0.0675
75446,TX,0.0825
75447,TX,0.0675
75448,TX,0.0725
75449,TX,0.0775
75450,TX,0.0725
75451,TX,0.0675
75452,TX,0.0825
75453,TX,0.0675
75454,TX,0.0825
75455,TX,0.0675
75456,TX,0.0825
75457,TX,0.0675
75458,TX,0.0675
75459,TX,0.0625
75460,TX,0.0825
75461,TX,0.0825
75462,TX,0.0675
75468,TX,0.0675
75469,TX,0.0725
75470,TX,0.0675
75471,TX,0.0675
75472,TX,0.0675
75473,TX,0.0675
75474,TX,0.0675
75475,TX,0.0675
75476,TX,0.0675
75477,TX,0.0675
75478,TX,0.0675
75479,TX,0.0675
75480,TX,0.0675
75481,TX,0.0675
75482,TX,0.0675
75483,TX,0.0825
75485,TX,0.0625
75486,TX,0.0675
75487,TX,0.0675
75488,TX,0.0675
75489,TX,0.0825
75490,TX,0.0675
75491,TX,0.0625
75492,TX,0.0675
75493,TX,0.08
75494,TX,0.0675
75495,TX,0.0625
75496,TX,0.0675
75497,TX,0.0675
75501,TX,0.0825
75503,TX,0.0825
75505,TX,0.0825
75550,TX,0.0675
75551,TX,0.0625
75554,TX,0.0675
75555,TX,0.0625
75556,TX,0.0625
75558,TX,0.0675
75559,TX,0.0675
75560,TX,0.0625
75561,TX,0.0675
75562,TX,0.0625
75563,TX,0.0625
75564,TX,0.0675
75565,TX,0.0625
75566,TX,0.0625
75567,TX,0.0675
75568,TX,0.0625
75569,TX,0.0825
75570,TX,0.0675
75571,TX,0.0675
75572,TX,0.0625
75573,TX,0.0825
75574,TX,0.0675
75599,TX,0.0825
75601,TX,0.0825
75602,TX,0.0825
75603,TX,0.0675
75604,TX,0.0825
75605,TX,0.0825
75606,TX,0.0825
75607,TX,0.0825
75608,TX,0.0825
75615,TX,0.0825
75630,TX,0.0675
75631,TX,0.0625
75633,TX,0.0625
75636,TX,0.0675
75637,TX,0.0625
75638,TX,0.0675
75639,TX,0.0625
75640,TX,0.0675
75641,TX,0.0775
75642,TX,0.0625
75643,TX,0.0625
75644,TX,0.0675
75645,TX,0.0675
75647,TX,0.0825
75650,TX,0.0625
75651,TX,0.0625
75652,TX,0.0625
75654,TX,0.0625
75656,TX,0.0625
75657,TX,0.0675
75658,TX,0.0625
75659,TX,0.0625
75660,TX,0.0675
75661,TX,0.0625
75662,TX,0.0825
75663,TX,0.0825
75666,TX,0.0625
75667,TX,0.0625
75668,TX,0.0825
75669,TX,0.0625
75670,TX,0.0825
75671,TX,0.0825
75672,TX,0.0625
75680,TX,0.0825
75681,TX,0.0625
75682,TX,0.0625
75683,TX,0.0675
75684,TX,0.0625
75685,TX,0.0625
75686,TX,0.0675
75687,TX,0.0625
75688,TX,0.0725
75689,TX,0.0625
75691,TX,0.0625
75692,TX,0.0625
75693,TX,0.0825
75694,TX,0.0625
75701,TX,0.0825
75702,TX,0.0825
75703,TX,0.0825
75704,TX,0.0675
75705,TX,0.0675
75706,TX,0.0675
75707,TX,0.0675
75708,TX,0.0675
75709,TX,0.0675
75710,TX,0.0825
75711,TX,0.0825
75712,TX,0.0825
75713,TX,0.0825
75750,TX,0.0675
75751,TX,0.0825
75752,TX,0.0625
75754,TX,0.0625
75755,TX,0.0675
75756,TX,0.0625
75757,TX,0.0675
75758,TX,0.0625
75759,TX,0.0825
75760,TX,0.0725
75762,TX,0.0675
75763,TX,0.0675
75764,TX,0.0675
75765,TX,0.0675
75766,TX,0.0675
75770,TX,0.0625
75771,TX,0.0675
75772,TX,0.0675
75773,TX,0.0675
75778,TX,0.0625
75779,TX,0.0675
75780,TX,0.0775
75782,TX,0.0725
75783,TX,0.0675
75784,TX,0.0775
75785,TX,0.0675
75788,TX,0.0725
75789,TX,0.0675
75790,TX,0.0825
75791,TX,0.0675
75792,TX,0.0675
75797,TX,0.0825
75798,TX,0.0825
75799,TX,0.0825
75801,TX,0.0825
75802,TX,0.0825
75803,TX,0.0675
75831,TX,0.0675
75832,TX,0.0675
75833,TX,0.0675
75834,TX,0.0625
75835,TX,0.0825
75838,TX,0.0625
75839,TX,0.0675
75840,TX,0.0825
75844,TX,0.0675
75845,TX,0.0625
75846,TX,0.0675
75847,TX,0.0675
75848,TX,0.075
75849,TX,0.0775
75850,TX,0.0675
75851,TX,0.0675
75852,TX,0.0675
75853,TX,0.0675
75855,TX,0.0675
75856,TX,0.0625
75858,TX,0.0675
75859,TX,0.0625
75860,TX,0.0825
75861,TX,0.0675
75862,TX,0.0625
75865,TX,0.0625
75880,TX,0.0675
75882,TX,0.0675
75884,TX,0.0675
75886,TX,0.0675
75901,TX,0.0825
75902,TX,0.0825
75903,TX,0.0825
75904,TX,0.0825
75915,TX,0.0825
75925,TX,0.0675
75926,TX,0.0625
75928,TX,0.0625
75929,TX,0.0675
75930,TX,0.0675
75931,TX,0.0625
75932,TX,0.0625
75933,TX,0.0625
75934,TX,0.0675
75935,TX,0.0625
75936,TX,0.0675
75937,TX,0.0725
75938,TX,0.0675
75939,TX,0.0675
75941,TX,0.0825
75942,TX,0.0675
75943,TX,0.0725
75944,TX,0.0725
75946,TX,0.0725
75948,TX,0.0675
75949,TX,0.0675
75951,TX,0.0825
75954,TX,0.0625
75956,TX,0.0625
75958,TX,0.0725
75959,TX,0.0675
75960,TX,0.0675
75961,TX,0.0825
75963,TX,0.0825
75964,TX,0.0725
75965,TX,0.0825
75966,TX,0.0625
75968,TX,0.0675
75969,TX,0.0675
75972,TX,0.0675
75973,TX,0.0625
75974,TX,0.0625
75975,TX,0.0675
75976,TX,0.0775
75977,TX,0.0625
75978,TX,0.0725
75979,TX,0.0675
75980,TX,0.0675
75990,TX,0.0825
76001,TX,0.08
76002,TX,0.08
76003,TX,0.08
76004,TX,0.08
76005,TX,0.08
76006,TX,0.08
76007,TX,0.08
76008,TX,0.0675
76009,TX,0.0625
76010,TX,0.08
76011,TX,0.08
76012,TX,0.08
76013,TX,0.08
76014,TX,0.08
76015,TX,0.08
76016,TX,0.08
76017,TX,0.08
76018,TX,0.08
76019,TX,0.08
76020,TX,0.0675
76021,TX,0.0825
76022,TX,0.0825
76023,TX,0.0675
76028,TX,0.0825
76031,TX,0.0625
76033,TX,0.0825
76034,TX,0.0825
76035,TX,0.08
76036,TX,0.0825
76039,TX,0.0825
76040,TX,0.0825
76041,TX,0.0625
76043,TX,0.0625
76044,TX,0.0625
76048,TX,0.0675
76049,TX,0.0675
76050,TX,0.0625
76051,TX,0.0825
76052,TX,0.0825
76053,TX,0.0825
76054,TX,0.0825
76055,TX,0.0675
76058,TX,0.0625
76059,TX,0.0825
76060,TX,0.0825
76063,TX,0.0825
76064,TX,0.0625
76065,TX,0.0825
76066,TX,0.0675
76067,TX,0.0825
76070,TX,0.0625
76071,TX,0.0675
76073,TX,0.0675
76077,TX,0.0625
76078,TX,0.0675
76082,TX,0.0675
76084,TX,0.0625
76085,TX,0.0675
76086,TX,0.0825
76087,TX,0.0675
76088,TX,0.0675
76092,TX,0.0825
76093,TX,0.0625
76094,TX,0.08
76095,TX,0.0825
76096,TX,0.08
76097,TX,0.0825
76098,TX,0.0825
76099,TX,0.0825
76101,TX,0.0825
76102,TX,0.0825
76103,TX,0.0825
76104,TX,0.0825
76105,TX,0.0825
76106,TX,0.0825
76107,TX,0.0825
76108,TX,0.0825
76109,TX,0.0825
76110,TX,0.0825
76111,TX,0.0825
76112,TX,0.0825
76113,TX,0.0825
76114,TX,0.0825
76115,TX,0.0825
76116,TX,0.0825
76117,TX,0.0825
76118,TX,0.0825
76119,TX,0.0825
76120,TX,0.0825
76121,TX,0.0825
76122,TX,0.0825
76123,TX,0.0825
76124,TX,0.0825
76126,TX,0.0825
76127,TX,0.0825
76129,TX,0.0825
76130,TX,0.0825
76131,TX,0.0825
76132,TX,0.0825
76133,TX,0.0825
76134,TX,0.0825
76135,TX,0.0825
76136,TX,0.0825
76137,TX,0.0825
76140,TX,0.0825
76147,TX,0.0825
76148,TX,0.0825
76155,TX,0.0825
76161,TX,0.0825
76162,TX,0.0825
76163,TX,0.0825
76164,TX,0.0825
76166,TX,0.0825
76177,TX,0.0825
76179,TX,0.0825
76180,TX,0.0825
76182,TX,0.0825
76185,TX,0.0825
76190,TX,0.0825
76191,TX,0.0825
76192,TX,0.0825
76193,TX,0.0825
76195,TX,0.0825
76196,TX,0.0825
76197,TX,0.0825
76199,TX,0.0825
76201,TX,0.0825
76202,TX,0.0825
76203,TX,0.0825
76204,TX,0.0825
76205,TX,0.0825
76206,TX,0.0825
76207,TX,0.0825
76208,TX,0.0825
76209,TX,0.0825
76210,TX,0.0825
76225,TX,0.0675
76226,TX,0.0825
76227,TX,0.0625
76228,TX,0.0625
76230,TX,0.0625
76233,TX,0.0625
76234,TX,0.0675
76238,TX,0.0675
76239,TX,0.0625
76240,TX,0.0675
76241,TX,0.0825
76244,TX,0.0825
76245,TX,0.0625
76246,TX,0.0675
76247,TX,0.0625
76248,TX,0.0825
76249,TX,0.0625
76250,TX,0.0825
76251,TX,0.0625
76252,TX,0.0675
76253,TX,0.0675
76255,TX,0.0625
76258,TX,0.0625
76259,TX,0.0625
76261,TX,0.0625
76262,TX,0.0825
76263,TX,0.0675
76264,TX,0.0625
76265,TX,0.0825
76266,TX,0.0625
76267,TX,0.0675
76268,TX,0.0825
76270,TX,0.0625
76271,TX,0.0625
76272,TX,0.0675
76273,TX,0.0625
76301,TX,0.0825
76302,TX,0.0825
76305,TX,0.0625
76306,TX,0.0825
76307,TX,0.0825
76308,TX,0.0825
76309,TX,0.0825
76310,TX,0.0825
76311,TX,0.0825
76351,TX,0.0825
76352,TX,0.0625
76354,TX,0.0825
76357,TX,0.0625
76360,TX,0.0625
76363,TX,0.0825
76364,TX,0.0675
76365,TX,0.0825
76366,TX,0.0675
76367,TX,0.0625
76370,TX,0.0775
76371,TX,0.0625
76372,TX,0.0675
76373,TX,0.0675
76374,TX,0.0825
76377,TX,0.0625
76379,TX,0.0825
76380,TX,0.0825
76384,TX,0.0825
76388,TX,0.0725
76389,TX,0.0675
76401,TX,0.0675
76402,TX,0.0825
76424,TX,0.0825
76426,TX,0.0825
76427,TX,0.0625
76429,TX,0.0625
76430,TX,0.0825
76431,TX,0.0675
76432,TX,0.0625
76433,TX,0.0675
76435,TX,0.0725
76436,TX,0.0675
76437,TX,0.0825
76439,TX,0.0675
76442,TX,0.0825
76443,TX,0.0625
76444,TX,0.0825
76445,TX,0.0625
76446,TX,0.0675
76448,TX,0.0825
76449,TX,0.0675
76450,TX,0.0825
76452,TX,0.0675
76453,TX,0.0675
76454,TX,0.0625
76455,TX,0.0675
76457,TX,0.0825
76458,TX,0.0625
76459,TX,0.0625
76460,TX,0.0675
76461,TX,0.0675
76462,TX,0.0675
76463,TX,0.0675
76464,TX,0.0625
76465,TX,0.0675
76466,TX,0.0675
76468,TX,0.0675
76469,TX,0.0725
76470,TX,0.0825
76471,TX,0.0625
76472,TX,0.0825
76474,TX,0.0675
76475,TX,0.0675
76476,TX,0.0675
76481,TX,0.0675
76483,TX,0.0825
76484,TX,0.0825
76485,TX,0.0675
76486,TX,0.0625
76487,TX,0.0675
76490,TX,0.0675
76491,TX,0.0625
76501,TX,0.0825
76502,TX,0.0825
76503,TX,0.0825
76504,TX,0.0825
76508,TX,0.0825
76511,TX,0.0675
76513,TX,0.0825
76518,TX,0.0675
76519,TX,0.0675
76520,TX,0.0825
76522,TX,0.0825
76523,TX,0.0675
76524,TX,0.0675
76525,TX,0.0825
76526,TX,0.0675
76527,TX,0.065
76528,TX,0.0675
76530,TX,0.0625
76531,TX,0.0675
76533,TX,0.0675
76534,TX,0.0675
76537,TX,0.0625
76538,TX,0.0675
76539,TX,0.0675
76540,TX,0.0825
76541,TX,0.0825
76542,TX,0.0825
76543,TX,0.0825
76544,TX,0.0675
76547,TX,0.0825
76548,TX,0.0825
76549,TX,0.0825
76550,TX,0.0825
76554,TX,0.0775
76556,TX,0.0675
76557,TX,0.0675
76558,TX,0.0675
76559,TX,0.0825
76561,TX,0.0675
76564,TX,0.0675
76565,TX,0.0675
76566,TX,0.0675
76567,TX,0.0825
76569,TX,0.0675
76570,TX,0.0825
76571,TX,0.0725
76573,TX,0.0625
76574,TX,0.0825
76577,TX,0.0675
76578,TX,0.0625
76579,TX,0.0675
76596,TX,0.0825
76598,TX,0.0825
76599,TX,0.0825
76621,TX,0.0675
76622,TX,0.0675
76624,TX,0.0675
76626,TX,0.0775
76627,TX,0.0675
76628,TX,0.0675
76629,TX,0.0825
76630,TX,0.0675
76631,TX,0.0775
76632,TX,0.0675
76633,TX,0.0675
76634,TX,0.0825
76635,TX,0.0725
76636,TX,0.0675
76637,TX,0.0775
76638,TX,0.0675
76639,TX,0.0675
76640,TX,0.0675
76641,TX,0.0675
76642,TX,0.0825
76643,TX,0.0825
76644,TX,0.0825
76645,TX,0.0825
76648,TX,0.0825
76649,TX,0.0675
76650,TX,0.0675
76651,TX,0.0625
76652,TX,0.0675
76653,TX,0.0625
76655,TX,0.0675
76656,TX,0.0825
76657,TX,0.0825
76660,TX,0.0825
76661,TX,0.0825
76664,TX,0.08
76665,TX,0.0675
76666,TX,0.0775
76667,TX,0.0825
76670,TX,0.0725
76671,TX,0.0675
76673,TX,0.0675
76676,TX,0.0775
76678,TX,0.0625
76679,TX,0.0675
76680,TX,0.0675
76681,TX,0.0775
76682,TX,0.0675
76684,TX,0.0775
76685,TX,0.0675
76687,TX,0.0625
76689,TX,0.0675
76690,TX,0.0775
76691,TX,0.0825
76692,TX,0.0675
76693,TX,0.0825
76701,TX,0.0825
76702,TX,0.0825
76703,TX,0.0825
76704,TX,0.0825
76705,TX,0.0825
76706,TX,0.0825
76707,TX,0.0825
76708,TX,0.0825
76710,TX,0.0825
76711,TX,0.0825
76712,TX,0.0825
76714,TX,0.0825
76716,TX,0.0825
76797,TX,0.0825
76798,TX,0.0825
76799,TX,0.0825
76801,TX,0.0825
76802,TX,0.0625
76803,TX,0.0825
76804,TX,0.0825
76820,TX,0.0725
76821,TX,0.0825
76823,TX,0.0825
76825,TX,0.0825
76827,TX,0.0625
76828,TX,0.0625
76831,TX,0.0625
76832,TX,0.0675
76834,TX,0.0825
76836,TX,0.07
76837,TX,0.0675
76841,TX,0.0675
76842,TX,0.0725
76844,TX,0.0825
76845,TX,0.0625
76848,TX,0.0675
76849,TX,0.0825
76852,TX,0.07
76853,TX,0.0675
76854,TX,0.0675
76856,TX,0.0725
76857,TX,0.0625
76858,TX,0.0675
76859,TX,0.0675
76861,TX,0.0675
76862,TX,0.0675
76864,TX,0.0625
76865,TX,0.0675
76866,TX,0.0675
76869,TX,0.0625
76870,TX,0.0625
76871,TX,0.0675
76872,TX,0.07
76873,TX,0.0625
76874,TX,0.0625
76875,TX,0.0675
76877,TX,0.0825
76878,TX,0.0825
76882,TX,0.0625
76883,TX,0.0675
76884,TX,0.0625
76885,TX,0.0625
76887,TX,0.07
76888,TX,0.0625
76890,TX,0.0625
76901,TX,0.0825
76902,TX,0.0825
76903,TX,0.0825
76904,TX,0.0825
76905,TX,0.0675
76906,TX,0.0825
76908,TX,0.0825
76909,TX,0.0825
76930,TX,0.0625
76932,TX,0.0825
76933,TX,0.0825
76934,TX,0.0675
76935,TX,0.0675
76936,TX,0.0825
76937,TX,0.0675
76939,TX,0.0675
76940,TX,0.0675
76941,TX,0.0625
76943,TX,0.0625
76945,TX,0.0625
76950,TX,0.0825
76951,TX,0.0625
76953,TX,0.0625
76955,TX,0.0675
76957,TX,0.0675
76958,TX,0.0675
77001,TX,0.0825
77002,TX,0.0825
77003,TX,0.0825
77004,TX,0.0825
77005,TX,0.0825
77006,TX,0.0825
77007,TX,0.0825
77008,TX,0.0825
77009,TX,0.0825
77010,TX,0.0825
77011,TX,0.0825
77012,TX,0.0825
77013,TX,0.0825
77014,TX,0.0825
77015,TX,0.0725
77016,TX,0.0825
77017,TX,0.0825
77018,TX,0.0825
77019,TX,0.0825
77020,TX,0.0825
77021,TX,0.0825
77022,TX,0.0825
77023,TX,0.0825
77024,TX,0.0825
77025,TX,0.0825
77026,TX,0.0825
77027,TX,0.0825
77028,TX,0.0825
77029,TX,0.0825
77030,TX,0.0825
77031,TX,0.0825
77032,TX,0.0825
77033,TX,0.0825
77034,TX,0.0825
77035,TX,0.0825
77036,TX,0.0825
77037,TX,0.0825
77038,TX,0.0825
77039,TX,0.0825
77040,TX,0.0825
77041,TX,0.0825
77042,TX,0.0825
77043,TX,0.0825
77044,TX,0.0825
77045,TX,0.0825
77046,TX,0.0825
77047,TX,0.0825
77048,TX,0.0825
77049,TX,0.0825
77050,TX,0.0625
77051,TX,0.0825
77052,TX,0.0825
77053,TX,0.0825
77054,TX,0.0825
77055,TX,0.0825
77056,TX,0.0825
77057,TX,0.0825
77058,TX,0.0825
77059,TX,0.0825
77060,TX,0.0825
77061,TX,0.0825
77062,TX,0.0825
77063,TX,0.0825
77064,TX,0.0825
77065,TX,0.0825
77066,TX,0.0825
77067,TX,0.0825
77068,TX,0.0825
77069,TX,0.0825
77070,TX,0.0725
77071,TX,0.0825
77072,TX,0.0825
77073,TX,0.0725
77074,TX,0.0825
77075,TX,0.0825
77076,TX,0.0825
77077,TX,0.0825
77078,TX,0.0825
77079,TX,0.0825
77080,TX,0.0825
77081,TX,0.0825
77082,TX,0.0825
77083,TX,0.0825
77084,TX,0.0825
77085,TX,0.0825
77086,TX,0.0825
77087,TX,0.0825
77088,TX,0.0825
77089,TX,0.0825
77090,TX,0.0825
77091,TX,0.0825
77092,TX,0.0825
77093,TX,0.0825
77094,TX,0.0825
77095,TX,0.0825
77096,TX,0.0825
77098,TX,0.0825
77099,TX,0.0825
77201,TX,0.0825
77204,TX,0.0825
77205,TX,0.0825
77206,TX,0.0825
77207,TX,0.0825
77208,TX,0.0825
77209,TX,0.0825
77210,TX,0.0825
77215,TX,0.0825
77217,TX,0.0825
77218,TX,0.0825
77219,TX,0.0825
77220,TX,0.0825
77221,TX,0.0825
77222,TX,0.0825
77223,TX,0.0825
77224,TX,0.0825
77225,TX,0.0825
77226,TX,0.0825
77227,TX,0.0825
77228,TX,0.0825
77230,TX,0.0825
77231,TX,0.0825
77233,TX,0.0825
77234,TX,0.0825
77235,TX,0.0825
77236,TX,0.0825
77237,TX,0.0825
77238,TX,0.0825
77240,TX,0.0825
77241,TX,0.0825
77242,TX,0.0825
77243,TX,0.0825
77244,TX,0.0825
77245,TX,0.0625
77248,TX,0.0825
77249,TX,0.0825
77251,TX,0.0825
77252,TX,0.0825
77253,TX,0.0825
77254,TX,0.0825
77255,TX,0.0825
77256,TX,0.0825
77257,TX,0.0825
77258,TX,0.0825
77259,TX,0.0825
77261,TX,0.0825
77262,TX,0.0825
77263,TX,0.0825
77265,TX,0.0825
77266,TX,0.0825
77267,TX,0.0825
77268,TX,0.0825
77269,TX,0.0825
77270,TX,0.0825
77271,TX,0.0825
77272,TX,0.0825
77273,TX,0.0825
77274,TX,0.0825
77275,TX,0.0825
77277,TX,0.0825
77279,TX,0.0825
77280,TX,0.0825
77282,TX,0.0825
77284,TX,0.0825
77287,TX,0.0825
77288,TX,0.0825
77289,TX,0.0825
77290,TX,0.0825
77291,TX,0.0825
77292,TX,0.0825
77293,TX,0.0825
77301,TX,0.0825
77302,TX,0.0825
77303,TX,0.0825
77304,TX,0.0825
77305,TX,0.0825
77306,TX,0.0825
77315,TX,0.0825
77316,TX,0.0825
77318,TX,0.0825
77320,TX,0.0675
77325,TX,0.0825
77327,TX,0.0675
77328,TX,0.0725
77331,TX,0.0725
77332,TX,0.0675
77333,TX,0.0625
77334,TX,0.0675
77335,TX,0.0675
77336,TX,0.0825
77337,TX,0.0825
77338,TX,0.0825
77339,TX,0.0825
77340,TX,0.0825
77341,TX,0.0825
77342,TX,0.0825
77343,TX,0.0825
77344,TX,0.0825
77345,TX,0.0825
77346,TX,0.0725
77347,TX,0.0825
77348,TX,0.0825
77349,TX,0.0825
77351,TX,0.0675
77353,TX,0.0825
77354,TX,0.0725
77355,TX,0.0725
77356,TX,0.0625
77357,TX,0.0825
77358,TX,0.0825
77359,TX,0.0725
77360,TX,0.0675
77362,TX,0.0725
77363,TX,0.0675
77364,TX,0.0725
77365,TX,0.0825
77367,TX,0.0825
77368,TX,0.0675
77369,TX,0.0675
77371,TX,0.0725
77372,TX,0.0775
77373,TX,0.0825
77374,TX,0.0625
77375,TX,0.0825
77376,TX,0.0625
77377,TX,0.0825
77378,TX,0.0825
77379,TX,0.0825
77380,TX,0.0825
77381,TX,0.0825
77382,TX,0.0825
77383,TX,0.0825
77384,TX,0.0825
77385,TX,0.0775
77386,TX,0.0725
77387,TX,0.0825
77388,TX,0.0825
77389,TX,0.0825
77391,TX,0.0825
77393,TX,0.0825
77396,TX,0.0725
77399,TX,0.0675
77401,TX,0.0825
77402,TX,0.0825
77404,TX,0.0825
77406,TX,0.0625
77407,TX,0.0725
77410,TX,0.0825
77411,TX,0.0825
77413,TX,0.0825
77414,TX,0.0825
77415,TX,0.0625
77417,TX,0.0625
77418,TX,0.0675
77419,TX,0.0625
77420,TX,0.0675
77422,TX,0.0675
77423,TX,0.0625
77426,TX,0.0675
77429,TX,0.0825
77430,TX,0.0675
77431,TX,0.0675
77433,TX,0.0825
